Departamento,Año,Mes,Consumo (m³),Temperatura promedio mensual (°C),Número de ocupantes,Superficie (m²),Piso,Estado de mantenimiento,Costo (BOB)
A04,2021,12,34.8,24.34,5,62,0,Regular,20.88
A04,2022,1,33.77,26.62,5,62,0,Regular,20.26
A04,2022,2,42.94,5.81,5,62,0,Regular,25.76
A04,2022,3,39.95,15.29,5,62,0,Regular,23.97
A04,2022,4,45.89,-1.85,5,62,0,Regular,27.54
A04,2022,5,33.67,21.16,5,62,0,Regular,20.2
A04,2022,6,46.62,-0.37,5,62,0,Regular,27.97
A04,2022,7,31.88,29.0,5,62,0,Regular,19.13
A04,2022,8,34.7,26.97,5,62,0,Regular,20.82
A04,2022,9,46.15,3.99,5,62,0,Regular,27.69
A04,2022,10,42.11,11.86,5,62,0,Regular,25.26
A04,2022,11,34.67,21.13,5,62,0,Regular,20.8
A04,2022,12,49.46,-0.97,5,62,0,Regular,29.68
A04,2023,1,49.04,-0.07,5,62,0,Regular,29.42
A04,2023,2,34.99,25.1,5,62,0,Regular,21.0
A04,2023,3,34.35,29.3,5,62,0,Regular,20.61
A04,2023,4,33.81,23.16,5,62,0,Regular,20.29
A04,2023,5,31.95,22.67,5,62,0,Regular,19.17
A04,2023,6,39.04,13.78,5,62,0,Regular,23.42
A04,2023,7,37.96,18.55,5,62,0,Regular,22.78
A04,2023,8,40.4,15.46,5,62,0,Regular,24.24
A04,2023,9,29.89,27.91,5,62,0,Regular,17.94
A04,2023,10,41.76,3.18,5,62,0,Regular,25.05
A04,2023,11,33.59,25.95,5,62,0,Regular,20.16
A04,2023,12,31.01,27.03,5,62,0,Regular,18.61
A05,2014,1,25.2,26.83,4,48,0,Malo,15.12
A05,2014,2,32.99,9.29,4,48,0,Malo,19.8
A05,2014,3,24.57,28.12,4,48,0,Malo,14.74
A05,2014,4,31.26,12.24,4,48,0,Malo,18.76
A05,2014,5,24.59,26.05,4,48,0,Malo,14.75
A05,2014,6,35.38,10.88,4,48,0,Malo,21.23
A05,2014,7,31.97,21.01,4,48,0,Malo,19.18
A05,2014,8,36.42,9.67,4,48,0,Malo,21.85
A05,2014,9,39.09,0.41,4,48,0,Malo,23.45
A05,2014,10,40.5,-1.53,4,48,0,Malo,24.3
A05,2014,11,37.87,9.28,4,48,0,Malo,22.72
A05,2014,12,40.95,-3.85,4,48,0,Malo,24.57
A05,2015,1,37.24,10.52,4,48,0,Malo,22.35
A05,2015,2,24.93,24.94,4,48,0,Malo,14.96
A05,2015,3,30.57,19.0,4,48,0,Malo,18.34
A05,2015,4,24.34,29.22,4,48,0,Malo,14.6
A05,2015,5,33.47,8.93,4,48,0,Malo,20.08
A05,2015,6,42.25,-0.72,4,48,0,Malo,25.35
A05,2015,7,35.32,10.92,4,48,0,Malo,21.19
A05,2015,8,31.65,17.46,4,48,0,Malo,18.99
A05,2015,9,43.65,-4.25,4,48,0,Malo,26.19
A05,2015,10,35.79,3.52,4,48,0,Malo,21.48
A05,2015,11,29.83,14.76,4,48,0,Malo,17.9
A05,2015,12,27.15,21.78,4,48,0,Malo,16.29
A05,2016,1,40.74,2.56,4,48,0,Malo,24.44
A05,2016,2,34.44,6.5,4,48,0,Malo,20.66
A05,2016,3,23.56,26.52,4,48,0,Malo,14.13
A05,2016,4,25.15,25.04,4,48,0,Malo,15.09
A05,2016,5,38.53,-0.45,4,48,0,Malo,23.12
A05,2016,6,40.21,1.11,4,48,0,Malo,24.13
A05,2016,7,38.94,-4.1,4,48,0,Malo,23.36
A05,2016,8,26.9,22.65,4,48,0,Malo,16.14
A05,2016,9,34.68,6.33,4,48,0,Malo,20.81
A05,2016,10,42.83,-3.17,4,48,0,Malo,25.7
A05,2016,11,34.57,13.41,4,48,0,Malo,20.74
A05,2016,12,35.63,11.67,4,48,0,Malo,21.38
A05,2017,1,30.97,12.96,4,48,0,Malo,18.58
A05,2017,2,36.16,12.63,4,48,0,Malo,21.69
A05,2017,3,43.24,-3.48,4,48,0,Malo,25.94
A05,2017,4,27.26,25.34,4,48,0,Malo,16.35
A05,2017,5,37.07,11.03,4,48,0,Malo,22.24
A05,2017,6,41.11,-2.87,4,48,0,Malo,24.67
A05,2017,7,36.39,9.06,4,48,0,Malo,21.83
A05,2017,8,36.18,12.16,4,48,0,Malo,21.71
A05,2017,9,38.5,-2.43,4,48,0,Malo,23.1
A05,2017,10,29.05,16.29,4,48,0,Malo,17.43
A05,2017,11,38.29,4.63,4,48,0,Malo,22.97
A05,2017,12,31.65,14.19,4,48,0,Malo,18.99
A05,2018,1,25.08,29.81,4,48,0,Malo,15.05
A05,2018,2,34.99,10.88,4,48,0,Malo,21.0
A05,2018,3,41.78,-1.53,4,48,0,Malo,25.07
A05,2018,4,28.28,24.85,4,48,0,Malo,16.97
A05,2018,5,30.17,21.91,4,48,0,Malo,18.1
A05,2018,6,38.25,2.53,4,48,0,Malo,22.95
A05,2018,7,37.33,3.0,4,48,0,Malo,22.4
A05,2018,8,33.86,10.87,4,48,0,Malo,20.32
A05,2018,9,40.2,-1.67,4,48,0,Malo,24.12
A05,2018,10,29.91,18.28,4,48,0,Malo,17.94
A05,2018,11,42.17,0.34,4,48,0,Malo,25.3
A05,2018,12,43.12,-2.65,4,48,0,Malo,25.87
A05,2019,1,38.25,-1.74,4,48,0,Malo,22.95
A05,2019,2,31.24,20.86,4,48,0,Malo,18.75
A05,2019,3,33.08,14.47,4,48,0,Malo,19.85
A05,2019,4,31.45,14.66,4,48,0,Malo,18.87
A05,2019,5,39.28,-0.72,4,48,0,Malo,23.57
A05,2019,6,32.16,18.29,4,48,0,Malo,19.29
A05,2019,7,28.43,25.38,4,48,0,Malo,17.06
A05,2019,8,25.96,28.89,4,48,0,Malo,15.57
A05,2019,9,36.61,7.31,4,48,0,Malo,21.97
A05,2019,10,39.52,2.45,4,48,0,Malo,23.71
A05,2019,11,36.03,2.85,4,48,0,Malo,21.62
A05,2019,12,26.71,24.59,4,48,0,Malo,16.03
A05,2020,1,29.4,21.69,4,48,0,Malo,17.64
A05,2020,2,30.24,23.25,4,48,0,Malo,18.15
A05,2020,3,27.16,29.11,4,48,0,Malo,16.29
A05,2020,4,32.42,16.48,4,48,0,Malo,19.45
A05,2020,5,44.42,-4.08,4,48,0,Malo,26.65
A05,2020,6,26.39,24.03,4,48,0,Malo,15.83
A05,2020,7,40.36,1.31,4,48,0,Malo,24.22
A05,2020,8,35.93,5.81,4,48,0,Malo,21.56
A05,2020,9,44.41,-4.79,4,48,0,Malo,26.65
A05,2020,10,31.79,14.82,4,48,0,Malo,19.08
A05,2020,11,40.62,-0.03,4,48,0,Malo,24.37
A05,2020,12,43.24,-3.93,4,48,0,Malo,25.94
A05,2021,1,38.05,2.53,4,48,0,Malo,22.83
A05,2021,2,35.55,6.93,4,48,0,Malo,21.33
A05,2021,3,31.33,20.26,4,48,0,Malo,18.8
A05,2021,4,29.88,14.87,4,48,0,Malo,17.93
A05,2021,5,39.32,-3.16,4,48,0,Malo,23.59
A05,2021,6,32.53,16.62,4,48,0,Malo,19.52
A05,2021,7,38.51,4.52,4,48,0,Malo,23.11
A05,2021,8,33.45,12.0,4,48,0,Malo,20.07
A05,2021,9,39.05,4.56,4,48,0,Malo,23.43
A05,2021,10,39.89,-1.02,4,48,0,Malo,23.93
A05,2021,11,38.41,4.91,4,48,0,Malo,23.05
A05,2021,12,34.79,12.03,4,48,0,Malo,20.87
A05,2022,1,40.88,-3.41,4,48,0,Malo,24.53
A05,2022,2,28.86,15.98,4,48,0,Malo,17.31
A05,2022,3,35.29,5.55,4,48,0,Malo,21.18
A05,2022,4,38.43,-0.2,4,48,0,Malo,23.06
A05,2022,5,33.6,6.48,4,48,0,Malo,20.16
A05,2022,6,27.28,21.15,4,48,0,Malo,16.37
A05,2022,7,36.87,8.31,4,48,0,Malo,22.12
A05,2022,8,35.55,12.51,4,48,0,Malo,21.33
A05,2022,9,25.62,23.22,4,48,0,Malo,15.37
A05,2022,10,24.47,25.16,4,48,0,Malo,14.68
A05,2022,11,44.5,-4.34,4,48,0,Malo,26.7
A05,2022,12,27.67,25.17,4,48,0,Malo,16.6
A05,2023,1,33.52,15.07,4,48,0,Malo,20.11
A05,2023,2,32.68,9.62,4,48,0,Malo,19.61
A05,2023,3,40.88,-4.27,4,48,0,Malo,24.53
A05,2023,4,28.99,23.05,4,48,0,Malo,17.39
A05,2023,5,30.26,24.12,4,48,0,Malo,18.15
A05,2023,6,42.82,-1.92,4,48,0,Malo,25.69
A05,2023,7,38.58,3.52,4,48,0,Malo,23.15
A05,2023,8,32.51,13.34,4,48,0,Malo,19.5
A05,2023,9,35.91,5.86,4,48,0,Malo,21.54
A05,2023,10,34.48,6.66,4,48,0,Malo,20.69
A05,2023,11,31.05,12.87,4,48,0,Malo,18.63
A05,2023,12,35.81,12.85,4,48,0,Malo,21.49
A06,2014,1,29.64,3.27,2,84,0,Regular,17.79
A06,2014,2,33.06,1.9,2,84,0,Regular,19.84
A06,2014,3,23.53,21.61,2,84,0,Regular,14.12
A06,2014,4,34.44,1.2,2,84,0,Regular,20.66
A06,2014,5,28.78,12.29,2,84,0,Regular,17.27
A06,2014,6,22.3,21.6,2,84,0,Regular,13.38
A06,2014,7,20.11,27.35,2,84,0,Regular,12.07
A06,2014,8,25.53,17.24,2,84,0,Regular,15.32
A06,2014,9,21.54,25.25,2,84,0,Regular,12.92
A06,2014,10,30.67,0.28,2,84,0,Regular,18.4
A06,2014,11,26.98,10.48,2,84,0,Regular,16.19
A06,2014,12,28.43,4.61,2,84,0,Regular,17.06
A06,2015,1,25.88,12.76,2,84,0,Regular,15.53
A06,2015,2,25.33,10.82,2,84,0,Regular,15.2
A06,2015,3,18.81,24.11,2,84,0,Regular,11.28
A06,2015,4,22.91,25.25,2,84,0,Regular,13.74
A06,2015,5,25.18,16.53,2,84,0,Regular,15.11
A06,2015,6,28.13,11.19,2,84,0,Regular,16.88
A06,2015,7,24.42,22.71,2,84,0,Regular,14.65
A06,2015,8,29.89,10.74,2,84,0,Regular,17.93
A06,2015,9,23.42,17.81,2,84,0,Regular,14.05
A06,2015,10,25.48,11.65,2,84,0,Regular,15.29
A06,2015,11,32.44,-2.83,2,84,0,Regular,19.46
A06,2015,12,19.23,26.47,2,84,0,Regular,11.54
A06,2016,1,23.43,20.0,2,84,0,Regular,14.06
A06,2016,2,31.37,1.04,2,84,0,Regular,18.82
A06,2016,3,27.88,10.32,2,84,0,Regular,16.73
A06,2016,4,24.7,13.3,2,84,0,Regular,14.82
A06,2016,5,28.07,8.05,2,84,0,Regular,16.84
A06,2016,6,27.78,9.31,2,84,0,Regular,16.67
A06,2016,7,27.17,15.93,2,84,0,Regular,16.3
A06,2016,8,21.97,17.66,2,84,0,Regular,13.18
A06,2016,9,35.32,-1.69,2,84,0,Regular,21.19
A06,2016,10,32.27,4.95,2,84,0,Regular,19.36
A06,2016,11,26.85,17.98,2,84,0,Regular,16.11
A06,2016,12,19.62,25.56,2,84,0,Regular,11.77
A06,2017,1,23.55,15.4,2,84,0,Regular,14.13
A06,2017,2,32.58,7.24,2,84,0,Regular,19.55
A06,2017,3,23.03,19.45,2,84,0,Regular,13.82
A06,2017,4,28.11,15.83,2,84,0,Regular,16.87
A06,2017,5,29.74,5.84,2,84,0,Regular,17.85
A06,2017,6,23.93,22.71,2,84,0,Regular,14.36
A06,2017,7,26.15,18.45,2,84,0,Regular,15.69
A06,2017,8,24.08,20.86,2,84,0,Regular,14.45
A06,2017,9,27.56,13.42,2,84,0,Regular,16.54
A06,2017,10,27.66,9.82,2,84,0,Regular,16.6
A06,2017,11,27.64,7.69,2,84,0,Regular,16.58
A06,2017,12,34.84,2.5,2,84,0,Regular,20.9
A06,2018,1,25.75,12.02,2,84,0,Regular,15.45
A06,2018,2,30.96,-0.19,2,84,0,Regular,18.57
A06,2018,3,18.73,24.55,2,84,0,Regular,11.24
A06,2018,4,24.42,21.98,2,84,0,Regular,14.65
A06,2018,5,17.66,25.93,2,84,0,Regular,10.6
A06,2018,6,31.6,6.79,2,84,0,Regular,18.96
A06,2018,7,32.87,-0.41,2,84,0,Regular,19.72
A06,2018,8,35.05,0.68,2,84,0,Regular,21.03
A06,2018,9,24.26,21.99,2,84,0,Regular,14.56
A06,2018,10,32.63,0.79,2,84,0,Regular,19.58
A06,2018,11,29.77,9.38,2,84,0,Regular,17.86
A06,2018,12,31.41,3.31,2,84,0,Regular,18.85
A06,2019,1,32.4,4.97,2,84,0,Regular,19.44
A06,2019,2,28.25,10.71,2,84,0,Regular,16.95
A06,2019,3,32.34,5.83,2,84,0,Regular,19.4
A06,2019,4,29.7,11.42,2,84,0,Regular,17.82
A06,2019,5,32.15,7.87,2,84,0,Regular,19.29
A06,2019,6,18.44,29.46,2,84,0,Regular,11.07
A06,2019,7,30.26,4.86,2,84,0,Regular,18.16
A06,2019,8,29.47,13.46,2,84,0,Regular,17.68
A06,2019,9,23.41,23.59,2,84,0,Regular,14.05
A06,2019,10,31.98,-0.16,2,84,0,Regular,19.19
A06,2019,11,26.92,17.44,2,84,0,Regular,16.15
A06,2019,12,23.81,14.41,2,84,0,Regular,14.29
A06,2020,1,23.2,24.61,2,84,0,Regular,13.92
A06,2020,2,32.49,4.98,2,84,0,Regular,19.49
A06,2020,3,33.56,4.55,2,84,0,Regular,20.13
A06,2020,4,32.95,0.16,2,84,0,Regular,19.77
A06,2020,5,17.67,28.12,2,84,0,Regular,10.6
A06,2020,6,27.1,10.79,2,84,0,Regular,16.26
A06,2020,7,32.75,-4.07,2,84,0,Regular,19.65
A06,2020,8,25.53,12.57,2,84,0,Regular,15.32
A06,2020,9,17.75,29.81,2,84,0,Regular,10.65
A06,2020,10,37.99,-4.01,2,84,0,Regular,22.8
A06,2020,11,22.11,24.37,2,84,0,Regular,13.27
A06,2020,12,19.88,22.7,2,84,0,Regular,11.93
A06,2021,1,32.86,5.04,2,84,0,Regular,19.71
A06,2021,2,21.55,19.36,2,84,0,Regular,12.93
A06,2021,3,23.24,19.69,2,84,0,Regular,13.95
A06,2021,4,33.28,-4.82,2,84,0,Regular,19.97
A06,2021,5,33.43,3.96,2,84,0,Regular,20.06
A06,2021,6,27.66,14.21,2,84,0,Regular,16.6
A06,2021,7,24.33,13.47,2,84,0,Regular,14.6
A06,2021,8,29.67,5.08,2,84,0,Regular,17.8
A06,2021,9,34.58,-3.33,2,84,0,Regular,20.75
A06,2021,10,21.75,22.79,2,84,0,Regular,13.05
A06,2021,11,36.39,-1.12,2,84,0,Regular,21.83
A06,2021,12,22.56,15.89,2,84,0,Regular,13.53
A06,2022,1,25.33,13.04,2,84,0,Regular,15.2
A06,2022,2,32.96,0.03,2,84,0,Regular,19.78
A06,2022,3,23.58,16.52,2,84,0,Regular,14.15
A06,2022,4,29.6,9.58,2,84,0,Regular,17.76
A06,2022,5,37.25,-2.0,2,84,0,Regular,22.35
A06,2022,6,34.87,-2.63,2,84,0,Regular,20.92
A06,2022,7,29.95,12.76,2,84,0,Regular,17.97
A06,2022,8,25.55,14.4,2,84,0,Regular,15.33
A06,2022,9,28.49,11.45,2,84,0,Regular,17.09
A06,2022,10,17.25,29.34,2,84,0,Regular,10.35
A06,2022,11,37.35,-4.43,2,84,0,Regular,22.41
A06,2022,12,31.26,7.07,2,84,0,Regular,18.76
A06,2023,1,26.53,16.99,2,84,0,Regular,15.92
A06,2023,2,22.03,20.73,2,84,0,Regular,13.22
A06,2023,3,35.4,-3.45,2,84,0,Regular,21.24
A06,2023,4,19.71,23.47,2,84,0,Regular,11.83
A06,2023,5,22.05,22.27,2,84,0,Regular,13.23
A06,2023,6,24.52,19.34,2,84,0,Regular,14.71
A06,2023,7,19.08,23.4,2,84,0,Regular,11.45
A06,2023,8,22.06,22.17,2,84,0,Regular,13.24
A06,2023,9,28.03,5.27,2,84,0,Regular,16.82
A06,2023,10,29.66,1.98,2,84,0,Regular,17.8
A06,2023,11,19.66,27.67,2,84,0,Regular,11.79
A06,2023,12,18.85,29.62,2,84,0,Regular,11.31
A07,2014,1,31.87,5.01,2,72,0,Bueno,19.12
A07,2014,2,34.8,-3.33,2,72,0,Bueno,20.88
A07,2014,3,31.71,4.56,2,72,0,Bueno,19.03
A07,2014,4,26.45,10.29,2,72,0,Bueno,15.87
A07,2014,5,29.74,10.39,2,72,0,Bueno,17.85
A07,2014,6,26.89,6.87,2,72,0,Bueno,16.13
A07,2014,7,21.79,19.22,2,72,0,Bueno,13.08
A07,2014,8,19.35,22.91,2,72,0,Bueno,11.61
A07,2014,9,32.8,-2.11,2,72,0,Bueno,19.68
A07,2014,10,30.13,10.07,2,72,0,Bueno,18.08
A07,2014,11,30.3,1.32,2,72,0,Bueno,18.18
A07,2014,12,31.87,-1.41,2,72,0,Bueno,19.12
A07,2015,1,29.2,5.35,2,72,0,Bueno,17.52
A07,2015,2,20.14,20.12,2,72,0,Bueno,12.08
A07,2015,3,26.61,10.54,2,72,0,Bueno,15.97
A07,2015,4,24.45,20.44,2,72,0,Bueno,14.67
A07,2015,5,23.55,16.52,2,72,0,Bueno,14.13
A07,2015,6,25.26,17.38,2,72,0,Bueno,15.15
A07,2015,7,34.72,-2.99,2,72,0,Bueno,20.83
A07,2015,8,27.67,9.22,2,72,0,Bueno,16.6
A07,2015,9,19.54,21.25,2,72,0,Bueno,11.72
A07,2015,10,36.25,-3.91,2,72,0,Bueno,21.75
A07,2015,11,22.46,18.73,2,72,0,Bueno,13.48
A07,2015,12,30.91,-0.58,2,72,0,Bueno,18.54
A07,2016,1,22.58,17.58,2,72,0,Bueno,13.55
A07,2016,2,15.28,28.23,2,72,0,Bueno,9.17
A07,2016,3,31.71,0.37,2,72,0,Bueno,19.03
A07,2016,4,27.87,7.98,2,72,0,Bueno,16.72
A07,2016,5,31.18,-2.31,2,72,0,Bueno,18.71
A07,2016,6,27.16,7.84,2,72,0,Bueno,16.3
A07,2016,7,32.59,4.75,2,72,0,Bueno,19.55
A07,2016,8,32.36,-4.09,2,72,0,Bueno,19.42
A07,2016,9,28.12,13.12,2,72,0,Bueno,16.87
A07,2016,10,34.29,-0.88,2,72,0,Bueno,20.57
A07,2016,11,20.67,19.64,2,72,0,Bueno,12.4
A07,2016,12,25.16,16.42,2,72,0,Bueno,15.09
A07,2017,1,15.43,29.95,2,72,0,Bueno,9.26
A07,2017,2,29.77,-0.25,2,72,0,Bueno,17.86
A07,2017,3,32.96,1.04,2,72,0,Bueno,19.78
A07,2017,4,19.11,29.9,2,72,0,Bueno,11.47
A07,2017,5,20.69,28.86,2,72,0,Bueno,12.41
A07,2017,6,24.27,18.37,2,72,0,Bueno,14.56
A07,2017,7,23.82,14.25,2,72,0,Bueno,14.29
A07,2017,8,27.4,5.5,2,72,0,Bueno,16.44
A07,2017,9,23.48,19.83,2,72,0,Bueno,14.09
A07,2017,10,30.82,1.09,2,72,0,Bueno,18.49
A07,2017,11,33.69,2.85,2,72,0,Bueno,20.21
A07,2017,12,19.26,22.72,2,72,0,Bueno,11.56
A07,2018,1,25.22,12.29,2,72,0,Bueno,15.13
A07,2018,2,24.49,15.03,2,72,0,Bueno,14.69
A07,2018,3,15.28,29.41,2,72,0,Bueno,9.17
A07,2018,4,16.62,25.95,2,72,0,Bueno,9.97
A07,2018,5,29.03,8.94,2,72,0,Bueno,17.42
A07,2018,6,25.79,11.75,2,72,0,Bueno,15.47
A07,2018,7,27.98,9.33,2,72,0,Bueno,16.79
A07,2018,8,31.41,-0.61,2,72,0,Bueno,18.85
A07,2018,9,33.2,-2.4,2,72,0,Bueno,19.92
A07,2018,10,23.42,13.11,2,72,0,Bueno,14.05
A07,2018,11,20.5,24.02,2,72,0,Bueno,12.3
A07,2018,12,26.02,15.57,2,72,0,Bueno,15.61
A07,2019,1,32.46,-0.48,2,72,0,Bueno,19.48
A07,2019,2,21.49,25.39,2,72,0,Bueno,12.9
A07,2019,3,24.46,13.13,2,72,0,Bueno,14.67
A07,2019,4,34.47,0.67,2,72,0,Bueno,20.68
A07,2019,5,33.44,2.89,2,72,0,Bueno,20.06
A07,2019,6,24.32,13.16,2,72,0,Bueno,14.59
A07,2019,7,31.5,-2.24,2,72,0,Bueno,18.9
A07,2019,8,16.61,28.47,2,72,0,Bueno,9.97
A07,2019,9,24.45,16.88,2,72,0,Bueno,14.67
A07,2019,10,33.91,-1.73,2,72,0,Bueno,20.35
A07,2019,11,24.83,15.71,2,72,0,Bueno,14.9
A07,2019,12,32.45,0.99,2,72,0,Bueno,19.47
A07,2020,1,17.94,26.57,2,72,0,Bueno,10.76
A07,2020,2,15.78,27.34,2,72,0,Bueno,9.47
A07,2020,3,17.07,25.23,2,72,0,Bueno,10.24
A07,2020,4,19.73,28.2,2,72,0,Bueno,11.84
A07,2020,5,28.33,4.26,2,72,0,Bueno,17.0
A07,2020,6,25.4,15.02,2,72,0,Bueno,15.24
A07,2020,7,36.5,-3.94,2,72,0,Bueno,21.9
A07,2020,8,26.0,14.1,2,72,0,Bueno,15.6
A07,2020,9,27.88,5.57,2,72,0,Bueno,16.73
A07,2020,10,20.01,23.26,2,72,0,Bueno,12.0
A07,2020,11,27.89,10.87,2,72,0,Bueno,16.74
A07,2020,12,31.43,0.53,2,72,0,Bueno,18.86
A07,2021,1,25.61,11.26,2,72,0,Bueno,15.37
A07,2021,2,34.35,0.03,2,72,0,Bueno,20.61
A07,2021,3,32.04,6.18,2,72,0,Bueno,19.22
A07,2021,4,28.05,7.09,2,72,0,Bueno,16.83
A07,2021,5,21.48,21.62,2,72,0,Bueno,12.89
A07,2021,6,31.29,-1.28,2,72,0,Bueno,18.78
A07,2021,7,32.25,-0.71,2,72,0,Bueno,19.35
A07,2021,8,29.54,-0.07,2,72,0,Bueno,17.72
A07,2021,9,20.34,28.09,2,72,0,Bueno,12.2
A07,2021,10,30.16,9.63,2,72,0,Bueno,18.1
A07,2021,11,20.79,26.58,2,72,0,Bueno,12.47
A07,2021,12,19.69,27.68,2,72,0,Bueno,11.81
A07,2022,1,29.33,1.64,2,72,0,Bueno,17.6
A07,2022,2,17.07,29.86,2,72,0,Bueno,10.24
A07,2022,3,19.3,25.77,2,72,0,Bueno,11.58
A07,2022,4,32.48,-1.85,2,72,0,Bueno,19.49
A07,2022,5,25.14,11.0,2,72,0,Bueno,15.09
A07,2022,6,21.78,15.42,2,72,0,Bueno,13.07
A07,2022,7,30.36,4.85,2,72,0,Bueno,18.22
A07,2022,8,20.99,24.5,2,72,0,Bueno,12.59
A07,2022,9,26.75,5.0,2,72,0,Bueno,16.05
A07,2022,10,30.62,-1.24,2,72,0,Bueno,18.37
A07,2022,11,29.27,4.26,2,72,0,Bueno,17.56
A07,2022,12,24.91,9.11,2,72,0,Bueno,14.95
A07,2023,1,34.18,-3.21,2,72,0,Bueno,20.51
A07,2023,2,27.09,7.69,2,72,0,Bueno,16.25
A07,2023,3,27.64,8.52,2,72,0,Bueno,16.58
A07,2023,4,27.03,14.24,2,72,0,Bueno,16.22
A07,2023,5,24.46,16.81,2,72,0,Bueno,14.68
A07,2023,6,30.03,-0.5,2,72,0,Bueno,18.02
A07,2023,7,31.09,8.06,2,72,0,Bueno,18.65
A07,2023,8,24.13,14.52,2,72,0,Bueno,14.48
A07,2023,9,32.79,0.05,2,72,0,Bueno,19.67
A07,2023,10,24.92,9.05,2,72,0,Bueno,14.95
A07,2023,11,35.3,-3.64,2,72,0,Bueno,21.18
A07,2023,12,20.75,23.14,2,72,0,Bueno,12.45
A08,2014,1,48.54,-0.11,5,59,0,Malo,29.13
A08,2014,2,42.18,6.15,5,59,0,Malo,25.31
A08,2014,3,39.67,16.58,5,59,0,Malo,23.8
A08,2014,4,38.05,15.78,5,59,0,Malo,22.83
A08,2014,5,39.42,12.84,5,59,0,Malo,23.65
A08,2014,6,38.4,14.7,5,59,0,Malo,23.04
A08,2014,7,47.1,-4.42,5,59,0,Malo,28.26
A08,2014,8,45.98,-1.16,5,59,0,Malo,27.59
A08,2014,9,45.41,5.77,5,59,0,Malo,27.24
A08,2014,10,33.91,25.52,5,59,0,Malo,20.35
A08,2014,11,36.55,15.89,5,59,0,Malo,21.93
A08,2014,12,39.76,17.95,5,59,0,Malo,23.86
A08,2015,1,36.64,15.25,5,59,0,Malo,21.99
A08,2015,2,47.38,-3.2,5,59,0,Malo,28.43
A08,2015,3,40.55,13.35,5,59,0,Malo,24.33
A08,2015,4,34.13,22.11,5,59,0,Malo,20.48
A08,2015,5,32.47,23.76,5,59,0,Malo,19.48
A08,2015,6,39.58,15.04,5,59,0,Malo,23.75
A08,2015,7,44.71,1.68,5,59,0,Malo,26.82
A08,2015,8,40.55,9.66,5,59,0,Malo,24.33
A08,2015,9,44.84,2.14,5,59,0,Malo,26.91
A08,2015,10,37.53,16.4,5,59,0,Malo,22.52
A08,2015,11,34.92,24.69,5,59,0,Malo,20.95
A08,2015,12,36.16,19.7,5,59,0,Malo,21.7
A08,2016,1,41.57,14.63,5,59,0,Malo,24.94
A08,2016,2,39.29,11.74,5,59,0,Malo,23.57
A08,2016,3,31.42,28.48,5,59,0,Malo,18.85
A08,2016,4,39.35,13.66,5,59,0,Malo,23.61
A08,2016,5,38.78,18.66,5,59,0,Malo,23.27
A08,2016,6,38.31,18.83,5,59,0,Malo,22.99
A08,2016,7,43.68,4.25,5,59,0,Malo,26.21
A08,2016,8,30.32,28.51,5,59,0,Malo,18.19
A08,2016,9,45.83,5.45,5,59,0,Malo,27.5
A08,2016,10,32.84,29.38,5,59,0,Malo,19.7
A08,2016,11,37.21,19.67,5,59,0,Malo,22.32
A08,2016,12,39.72,12.12,5,59,0,Malo,23.83
A08,2017,1,41.2,14.62,5,59,0,Malo,24.72
A08,2017,2,34.5,20.26,5,59,0,Malo,20.7
A08,2017,3,38.62,15.07,5,59,0,Malo,23.17
A08,2017,4,32.09,26.35,5,59,0,Malo,19.25
A08,2017,5,44.0,7.08,5,59,0,Malo,26.4
A08,2017,6,43.09,0.13,5,59,0,Malo,25.85
A08,2017,7,29.16,28.44,5,59,0,Malo,17.49
A08,2017,8,33.17,27.34,5,59,0,Malo,19.9
A08,2017,9,33.61,21.16,5,59,0,Malo,20.16
A08,2017,10,32.54,23.98,5,59,0,Malo,19.52
A08,2017,11,37.19,14.67,5,59,0,Malo,22.32
A08,2017,12,47.93,-1.18,5,59,0,Malo,28.76
A08,2018,1,41.52,3.37,5,59,0,Malo,24.91
A08,2018,2,30.91,26.68,5,59,0,Malo,18.55
A08,2018,3,41.93,3.15,5,59,0,Malo,25.16
A08,2018,4,42.45,6.56,5,59,0,Malo,25.47
A08,2018,5,34.3,18.84,5,59,0,Malo,20.58
A08,2018,6,34.39,28.76,5,59,0,Malo,20.63
A08,2018,7,46.55,0.53,5,59,0,Malo,27.93
A08,2018,8,32.84,25.82,5,59,0,Malo,19.71
A08,2018,9,38.55,17.77,5,59,0,Malo,23.13
A08,2018,10,42.09,5.05,5,59,0,Malo,25.25
A08,2018,11,48.98,-2.93,5,59,0,Malo,29.39
A08,2018,12,35.38,17.83,5,59,0,Malo,21.23
A08,2019,1,37.57,20.85,5,59,0,Malo,22.54
A08,2019,2,50.28,-3.69,5,59,0,Malo,30.17
A08,2019,3,43.11,9.63,5,59,0,Malo,25.87
A08,2019,4,29.27,27.69,5,59,0,Malo,17.56
A08,2019,5,35.49,24.27,5,59,0,Malo,21.3
A08,2019,6,46.63,1.52,5,59,0,Malo,27.98
A08,2019,7,31.87,25.53,5,59,0,Malo,19.12
A08,2019,8,46.53,-3.69,5,59,0,Malo,27.92
A08,2019,9,40.42,16.1,5,59,0,Malo,24.25
A08,2019,10,42.26,6.73,5,59,0,Malo,25.36
A08,2019,11,37.32,17.45,5,59,0,Malo,22.39
A08,2019,12,30.64,26.12,5,59,0,Malo,18.39
